epoch	train_loss	val_loss	val_mIoU	val_OA
84	0.176880	0.283848	0.785058	0.911207
85	0.177591	0.291144	0.783144	0.910498
86	0.180424	0.289047	0.781095	0.905772
87	0.172669	0.294424	0.779911	0.901173
88	0.176579	0.280668	0.789246	0.911576
89	0.176328	0.287108	0.788707	0.912350
90	0.178035	0.317087	0.772445	0.894688
91	0.170114	0.289941	0.787693	0.911783
92	0.190077	0.289034	0.786724	0.910732
93	0.172950	0.287462	0.784967	0.909066
94	0.177741	0.280749	0.787883	0.911875
95	0.168471	0.277442	0.789051	0.912498
96	0.169094	0.278678	0.788733	0.911986
97	0.170249	0.279948	0.788093	0.912336
98	0.170870	0.277491	0.788573	0.912206
99	0.168377	0.278007	0.788253	0.911916
100	0.170066	0.277937	0.788311	0.912226
1	1.142013	4.548500	0.091135	0.503754
2	0.652418	1.547020	0.099234	0.524129
3	0.578215	1.382163	0.198805	0.627276
4	0.498348	0.760839	0.293148	0.747968
5	0.527803	0.749781	0.330445	0.776572
6	0.461315	0.704166	0.337357	0.728685
7	0.438592	0.914283	0.298947	0.646835
8	0.408183	0.569796	0.440662	0.797942
9	0.389704	0.810230	0.399346	0.692181
10	0.356917	0.397914	0.484943	0.863218
11	0.366530	0.371334	0.551262	0.872215
12	0.381461	0.411582	0.440632	0.853866
13	0.352518	0.389382	0.570744	0.865254
14	0.355516	0.540028	0.471942	0.790897
15	0.398326	0.972712	0.325129	0.700850
16	0.328307	0.835073	0.472929	0.657733
17	0.330792	0.404036	0.669000	0.862729
18	0.356642	0.415770	0.634948	0.860296
19	0.345340	0.750215	0.528258	0.747739
20	0.337215	0.330729	0.709643	0.896035
21	0.344258	0.485008	0.652890	0.806368
22	0.360065	0.973331	0.413734	0.648302
23	0.340303	1.825205	0.417378	0.727130
24	0.323460	0.632249	0.563443	0.760032
25	0.312213	0.365927	0.702594	0.880138
26	0.320172	0.332035	0.701908	0.893821
27	0.324451	0.328640	0.741347	0.888109
28	0.329860	1.662337	0.398949	0.659526
29	0.328166	0.363167	0.715678	0.877912
30	0.281642	0.471857	0.692203	0.845019
31	0.279807	0.346090	0.745905	0.869575
32	0.302260	0.315717	0.731167	0.899491
33	0.293533	0.314985	0.745403	0.892268
34	0.298888	0.323278	0.674949	0.889123
35	0.310573	0.731100	0.586377	0.805118
36	0.300233	0.316260	0.749212	0.897508
37	0.283704	0.348779	0.687817	0.887160
38	0.271685	0.358379	0.746668	0.883571
39	0.277330	0.315820	0.744378	0.897686
40	0.275666	0.728859	0.571963	0.707266
41	0.276612	1.128900	0.557515	0.716144
42	0.280694	0.321508	0.701347	0.892294
43	0.273188	0.436435	0.701646	0.845151
44	0.261450	0.896907	0.597204	0.774423
45	0.253782	0.329984	0.753305	0.899831
46	0.268643	0.318166	0.766356	0.898905
47	0.250981	0.293166	0.769412	0.903046
48	0.276219	0.297433	0.774902	0.906651
49	0.251552	0.351197	0.719341	0.885214
50	0.251696	0.347462	0.745729	0.894866
51	0.250032	0.321852	0.759156	0.893900
52	0.232757	0.283112	0.776722	0.907625
53	0.226398	0.274369	0.787425	0.913902
54	0.241802	0.298825	0.772149	0.906300
55	0.231334	0.290431	0.780215	0.906768
56	0.236378	0.291567	0.741621	0.902095
57	0.240332	0.317044	0.775761	0.908114
58	0.245627	0.299561	0.771037	0.902344
59	0.248582	0.525937	0.706934	0.857846
60	0.237234	0.326939	0.744912	0.900848
61	0.228845	0.314707	0.692250	0.894175
62	0.221645	0.370527	0.720486	0.866924
63	0.216374	0.284042	0.777758	0.908010
64	0.217690	0.408812	0.740510	0.873362
65	0.224427	0.316914	0.767424	0.901531
66	0.226370	0.317823	0.771335	0.892375
67	0.226383	0.280378	0.783062	0.908713
68	0.214007	0.325198	0.765717	0.900552
69	0.215912	0.305291	0.771792	0.905801
70	0.208664	0.304310	0.779564	0.907153
71	0.205701	0.305274	0.781955	0.909433
72	0.206007	0.313969	0.770761	0.902890
73	0.207192	0.291130	0.784194	0.909420
74	0.196477	0.282986	0.780591	0.911325
75	0.205498	0.298867	0.784309	0.913036
76	0.187008	0.299714	0.782918	0.910631
77	0.189258	0.295360	0.781256	0.910752
78	0.186026	0.300120	0.774511	0.909443
79	0.189954	0.317167	0.783851	0.909966
80	0.195350	0.283729	0.782199	0.910127
81	0.188832	0.279490	0.776958	0.909483
82	0.188918	0.277220	0.784482	0.910632
83	0.181306	0.294023	0.782257	0.908166
84	0.172625	0.305820	0.784793	0.910986
85	0.172565	0.304763	0.782969	0.910468
86	0.172817	0.298457	0.783422	0.910691
87	0.175288	0.304534	0.782288	0.909484
88	0.186345	0.314965	0.773400	0.900204
89	0.174162	0.304736	0.777400	0.905495
90	0.183462	0.304627	0.780603	0.906733
91	0.164322	0.304419	0.780091	0.906455
92	0.180729	0.301357	0.782709	0.908787
93	0.169020	0.301521	0.781934	0.908049
94	0.171160	0.300141	0.782420	0.908584
95	0.166701	0.299922	0.781925	0.908334
96	0.164017	0.300428	0.781987	0.908612
97	0.166248	0.302143	0.781169	0.908254
98	0.166403	0.299830	0.781775	0.908653
99	0.164494	0.300345	0.781457	0.908081
100	0.164740	0.300591	0.781509	0.908098
